0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,115,116,116,126,121,130,0,0
0,0,117,118,114,128,117,124,0,0
0,0,128,130,124,129,121,122,0,0
0,0,125,124,120,119,117,119,0,0
0,0,118,123,123,120,119,117,0,0
0,0,103,111,110,114,118,119,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
